BFY,FTYP,FUNDTYPE,APPR,DEPARTMENT,SVC,SERVICE,OBJECTGROUP,BUDCURR,ENCBFY,EXPBFY,ENCEXP
2022,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.19,Recycling Collection and Waste Diversion,Supplies & Materials,323474,4480,844388.59,848868.59
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,5.34,General Counsel,Contractual & Other Services,307994,382.5,46848.06,47230.56
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.12,Recreation Services,Capital Outlay,7000,0.01,329195.13,329195.14
2023,GNFD,General Fund,0001DBI,General Fund DBI,1.37,Data Analytics,Supplies & Materials,239189,26708.19,110234.69,136942.88
2023,GNFD,General Fund,0001CCS,Code Compliance GF,3.17,Neighborhood Code Compliance Services,Reimbursements,-1207269,0,-822971.99,-822971.99
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.16,Express Plan Review,Contractual & Other Services,67174,0,5206.29,5206.29
2022,GNFD,General Fund,0001PBW,Public Works GF,2.35,Real Estate and Relocation,Personnel Services,2622089,0,2422780.11,2422780.11
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.22,GIS Mapping for Private Development,Contractual & Other Services,182451,25237.18,10245.95,35483.13
2022,GNFD,General Fund,0001CMO,City Manager's Office GF,5.14,City Administration,Personnel Services,2424781,0,2603942.4,2603942.4
2022,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.N,Internal Telephone and Data Communication,Contractual & Other Services,18219259,175933.71,15905842.38,16081776.09
2022,GNFD,General Fund,0001ECO,Economic Development GF,2.04,Business Development,Reimbursements,-404062,0,0,0
2022,OTHO,Other Operating Fund,0278PER,Employee Benefits Administration,5.R,Wellness Program,Contractual & Other Services,2000,0,0,0
2023,GNFD,General Fund,0001BSD,Building Services,2.03,Bullington Truck Terminal and Thanksgiving Square,Contractual & Other Services,424992,0,425619.99,425619.99
2022,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.19,Recycling Collection and Waste Diversion,Capital Outlay,340000,0,0,0
2022,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.21,Aviation Facilities - Dallas Executive Airport & Vertiport,Supplies & Materials,256486,0,194525.41,194525.41
2023,GNFD,General Fund,0001DPD,Police Department GF,1.24,Police Field Patrol,Supplies & Materials,4924652,60245.19,3070625.6,3130870.79
2022,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.16,Landfill Services,Contractual & Other Services,13711269,46116.39,12360075.63,12406192.02
2022,GNFD,General Fund,0001PBW,Public Works GF,2.35,Real Estate and Relocation,Reimbursements,-1871909,0,-1943581.7,-1943581.7
2022,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.03,Animal Remains Collection,Supplies & Materials,36648,0,46422.02,46422.02
2022,BP17,2017 General Obligation Bond Program,1V22PBW,Street and Transportation Improvements 2017 bond program,6.08,Intergovernmental Partnership Projects,Contractual & Other Services,10953.71,0,0,0
2022,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.10,Boards and Commissions Support,Supplies & Materials,1375,0,845.65,845.65
2022,INSV,Internal Service Fund,0294MGT,Mgmt Services - Office of the Bond Program,5.60,Office of the Bond Program,Personnel Services,2039095,0,1513038.25,1513038.25
2022,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.18,City GIS Services,Supplies & Materials,3000,0,0,0
2022,GNFD,General Fund,0001CCS,Code Compliance GF,3.18,Neighborhood Nuisance Abatement,Capital Outlay,137922,12139,644813.09,656952.09
2022,GNFD,General Fund,0001CTJ,Judiciary GF,1.18,Municipal Judges/Cases Docketed,Supplies & Materials,10705,0,2552.61,2552.61
2023,GNFD,General Fund,0001DPD,Police Department GF,1.29,Police Operational Support,Reimbursements,-2916000,0,-1458323.54,-1458323.54
2023,GNFD,General Fund,0001ECO,Economic Development GF,2.04,Business  & Community Development,Supplies & Materials,3415,427.5,162.15,589.65
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.54,"Water Planning, Financial and Rate Services",Transfers Out,120188,0,0,0
2022,EFOP,Enterprise Operating Fund,0080CCT,Convention Center CCT,2.10,Dallas Convention Center,Reimbursements,-8000,0,-657039.28,-657039.28
2022,GNFD,General Fund,0001DPD,Police Department GF,1.25,Police Intelligence,Reimbursements,-150000,0,-208985.91,-208985.91
2022,INSV,Internal Service Fund,0294PKR,PKR- Office of the Bond Program,5.60,Office of the Bond Program,Contractual & Other Services,1239784,0,921050.7,921050.7
2023,GNFD,General Fund,0001BSD,Building Services,5.29,Energy Procurement and Monitoring,Supplies & Materials,2825177,303270.85,2369746.18,2673017.03
2022,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.19,Citywide Capital and Operating Budget Dev and Monitoring,Personnel Services,1397334,0,1507705.56,1507705.56
2022,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.56,Performance Planning,Supplies & Materials,1440,0,1756.36,1756.36
2022,GNFD,General Fund,0001PBW,Public Works GF,2.57,Street Forestry Division,Personnel Services,376045,0,411579.47,411579.47
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.53,Water Production and Delivery,Personnel Services,42847981,0,37078549.06,37078549.06
2022,GNFD,General Fund,0001OPO,Office of Police Oversight,5.64,Office of Police Oversight,Personnel Services,436703,0,396844.73,396844.73
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,9.99,Department Support,Reimbursements,-323428,0,0,0
2023,GNFD,General Fund,0001PER,Human Resources GF,9.99,Department Support,Personnel Services,1669814,0,1219887.3,1219887.3
2022,GNFD,General Fund,0001OCA,Office of Cultural Affairs GF,4.02,City-Owned Cultural Venues,Reimbursements,-1456787,0,-2809597.25,-2809597.25
2022,GNFD,General Fund,0001LIB,Library GF,4.07,Library Operations & Public Service,Contractual & Other Services,4456245,55851.93,5451033.63,5506885.56
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.09,Park Land Maintained,Contractual & Other Services,16046147.92,2067456.5,12181038.69,14248495.19
2023,GNFD,General Fund,0001DPD,Police Department GF,1.22,Police Community Outreach,Reimbursements,0,0,-636.94,-636.94
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.08,"EMS Administration, Contracts, and Community Health",Capital Outlay,215896,0,0,0
2022,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.03,Animal Remains Collection,Contractual & Other Services,391597,0,349110.78,349110.78
2022,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.21,Aviation Facilities - Dallas Executive Airport & Vertiport,Capital Outlay,94360,0,0,0
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.I,Fuel Procurement and Management,Capital Outlay,15000,0,0,0
2022,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.21,Aviation Facilities - Dallas Executive Airport & Vertiport,Transfers Out,45025,0,0,0
2022,GNFD,General Fund,0001BSD,Building Services,9.99,Department Support,Contractual & Other Services,1529496,0,1425996.01,1425996.01
2022,GNFD,General Fund,0001LIB,Library GF,4.07,Library Operations & Public Service,Reimbursements,0,0,-138.67,-138.67
2022,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.12,Dallas Love Field,Debt Svc-Principal,266039,0,0,0
2022,GNFD,General Fund,0001HOU,Housing GF,2.67,New Development,Supplies & Materials,9410,0,1559.58,1559.58
2022,GNFD,General Fund,0001CCO,City Controller's Office GF,5.02,Accounts Payable,Personnel Services,1247334,0,1401996.96,1401996.96
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.E,City Fleet Maintenance and Repair Services,Personnel Services,15457155,0,13358482.05,13358482.05
2022,EFOP,Enterprise Operating Fund,0140OCA,Municipal Radio OCA,4.13,WRR Municipal Radio Classical Music,Personnel Services,943749,0,846681.44,846681.44
2022,GNFD,General Fund,0001OHP,Office of Historic Preservation,2.69,Historic Preservation,Supplies & Materials,9790,50.28,12208.6,12258.88
2022,GNFD,General Fund,0001OHS,Office of Homeless Solutions,3.09,Comprehensive Homeless Outreach,Personnel Services,2346747,0,2166596.59,2166596.59
2023,GNFD,General Fund,0001DPD,Police Department GF,1.25,Police Intelligence,Supplies & Materials,120439,2985.6,70968.49,73954.09
2022,GNFD,General Fund,0001ECO,Economic Development GF,2.13,Economic Development Major Projects & Other Programs,Reimbursements,-110674,0,0,0
2022,GNFD,General Fund,0001PBW,Public Works GF,2.57,Street Forestry Division,Supplies & Materials,47301,0,32440.96,32440.96
2023,GNFD,General Fund,0001ECO,Economic Development GF,2.71,Performance Monitoring & Compliance,Reimbursements,-128867,0,0,0
2022,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.19,Recycling Collection and Waste Diversion,Personnel Services,6232593,0,5553348.74,5553348.74
2022,GNFD,General Fund,0001PBW,Public Works GF,2.38,Rights-of-Way Maintenance Contracts and Inspections Group,Personnel Services,313066,0,287764.95,287764.95
2022,DSGO,General Obligation Debt Service,0981BMS,Debt Service BMS,8.88,Debt Service,Debt Svc-Principal,218305000,0,196624358.34,196624358.34
2023,GNFD,General Fund,0001ECO,Economic Development GF,2.71,Performance Monitoring & Compliance,Supplies & Materials,6064,0,58.05,58.05
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.02,Accounts Payable,Supplies & Materials,26769,0,21792.5,21792.5
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,,NONE,Contractual & Other Services,369552,0,0,0
2023,INSV,Internal Service Fund,0199POM,Express Business Center POM,5.G,Disposal of Surplus and Police Unclaimed Property,Contractual & Other Services,306269,33727.01,130639.98,164366.99
2022,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.12,Dallas Love Field,Debt Svc-Interest On Bonds,3150,0,0,0
2022,GNFD,General Fund,0001TRN,Transportation GF,2.47,Traffic Operations Maintenance,Transfers Out,2000000,0,2700955,2700955
2022,GNFD,General Fund,0001CMO,City Manager's Office GF,5.15,City Agenda Process,Supplies & Materials,328,0,0,0
2022,GNFD,General Fund,0001PBW,Public Works GF,5.43,Land Surveying Services,Supplies & Materials,28082,0,300,300
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.F,City Fleet Paint and Body Shop Coordination,Contractual & Other Services,2183147,349134.12,2718064.71,3067198.83
2023,GNFD,General Fund,0001DPD,Police Department GF,9.99,Department Support,Reimbursements,-9372954,0,-6824141.17,-6824141.17
2022,GNFD,General Fund,0001CVS,Civil Service GF,5.20,Civil Service Board Administration/Employee Appeals Process,Supplies & Materials,14689,24.53,1768.09,1792.62
2022,GNFD,General Fund,0001TRN,Transportation GF,2.60,Parking Management and Enforcement,Contractual & Other Services,3089250,10903.54,3317032.66,3327936.2
2023,GNFD,General Fund,0001HOU,Housing GF,2.67,New Development,Personnel Services,1173181,0,756486.35,756486.35
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.E,City Fleet Maintenance and Repair Services,Transfers Out,894654,0,1106168.36,1106168.36
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.K,Internal Computer Support,Supplies & Materials,1664,322994,484.33,323478.33
2022,GNFD,General Fund,0001OCC,Office of Community Care,3.14,Environmental Quality,Personnel Services,0,0,0,0
2022,GNFD,General Fund,0001PBW,Public Works GF,2.38,Rights-of-Way Maintenance Contracts and Inspections Group,Supplies & Materials,27676,0,45067.12,45067.12
2022,GNFD,General Fund,0001LIB,Library GF,4.07,Library Operations & Public Service,Personnel Services,18053994,0,17020280.9,17020280.9
2023,GNFD,General Fund,0001OCA,Office of Cultural Affairs GF,4.02,City-Owned Cultural Venues,Contractual & Other Services,17731339,1725434.73,14442286.61,16167721.34
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,9.99,Department Support,Reimbursements,-1669697,0,-1615248.47,-1615248.47
2022,GNFD,General Fund,0001PKR,Park and Recreation GF,4.09,Park Land Maintained,Personnel Services,20921870.5,0,20802551.49,20802551.49
2022,GNFD,General Fund,0001PIO,Mgmt Services - Public Information Office,5.48,Public Information Office / Communications & Broadcasting,Reimbursements,0,0,-2823.6,-2823.6
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.25,Wastewater Treatment,Capital Outlay,2165013,96632.89,1567674.54,1664307.43
2022,INSV,Internal Service Fund,0294PBW,Public Works - Office of the Bond Program,5.43,Land Surveying Services,Supplies & Materials,17055,0,112272.43,112272.43
2022,GNFD,General Fund,0001OEQ,Mgmt Services - Environmental Quaity,3.08,Community/Senior Services,Personnel Services,0,0,0,0
2022,INSV,Internal Service Fund,0265PER,HR Agency Funds,5.39,HR Consulting (HRP/Investigations),Contractual & Other Services,0,0,22602208.67,22602208.67
2023,GNFD,General Fund,0001DPD,Police Department GF,1.21,Police Administrative Support,Supplies & Materials,3018171,48496.67,2275443.08,2323939.75
2022,GNFD,General Fund,0001CCO,City Controller's Office GF,9.99,Department Support,Supplies & Materials,535,0,361.17,361.17
2022,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.52,Utility Management,Contractual & Other Services,91685,0,6787.8,6787.8
2022,OTHO,Other Operating Fund,0278PER,Employee Benefits Administration,9.99,Department Support,Transfers Out,15,0,0,0
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.47,Payroll,Personnel Services,1874687,0,1625303.65,1625303.65
2022,GNFD,General Fund,0001OEQ,Mgmt Services - Environmental Quaity,3.14,Environmental Quality,Supplies & Materials,570448,6513.12,318275.09,324788.21
2022,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.04,Brush/Bulk Waste Removal Services,Personnel Services,10286524,0,9110613.8,9110613.8
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.I,Fuel Procurement and Management,Personnel Services,979091,0,880392.84,880392.84
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,2.30,Operation & Maintenance of Fair Park,Contractual & Other Services,4600000,0,4256900.21,4256900.21
2023,INSV,Internal Service Fund,0199POM,Express Business Center POM,5.B,Business Services,Personnel Services,517245,0,308249.33,308249.33
2022,GNFD,General Fund,0001ECO,Economic Development GF,2.71,"Performance Monitoring, Compliance & Analysis",Contractual & Other Services,0,-40.25,0,-40.25
2023,GNFD,General Fund,0001BSD,Building Services,5.29,Energy Procurement and Monitoring,Contractual & Other Services,83560,0,47223.51,47223.51
2022,INSV,Internal Service Fund,0294PBW,Public Works - Office of the Bond Program,2.05,Capital and Implementation Program,Contractual & Other Services,1290251.94,0,1343779.55,1343779.55
2022,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.19,Citywide Capital and Operating Budget Dev and Monitoring,Reimbursements,-65000,0,-65000,-65000
2022,GNFD,General Fund,0001CTJ,Judiciary GF,1.03,Civil Adjudication Court,Contractual & Other Services,2805,0,0,0
2022,GNFD,General Fund,0001TRN,Transportation GF,2.47,Traffic Operations Maintenance,Capital Outlay,3334447,99925.43,2049806.24,2149731.67
2023,GNFD,General Fund,0001PBW,Public Works GF,5.73,Performance Management and Special Projects,Personnel Services,1718931,0,857185.8,857185.8
2022,EFOP,Enterprise Operating Fund,0164AVI,Transportation Regulation,2.36,Regulation and Enforcement of For Hire Transportation,Supplies & Materials,2300,0,934.71,934.71
2022,GNFD,General Fund,0001IGS,Mgmt Services - Intergovernmental Services,5.41,Office of Strategic Partnerships and Government Affairs,Supplies & Materials,8620,1054,9632.23,10686.23
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.05,City Facility Services,Supplies & Materials,8651,0,774.11,774.11
2022,GNFD,General Fund,0001ATT,City Attorney's Office GF,5.65,City Attorneys Office - Administrative Support,Supplies & Materials,97297,0,88887.19,88887.19
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,9.99,Department Support,Contractual & Other Services,0,0,29440.42,29440.42
2022,GNFD,General Fund,0001PIO,Mgmt Services - Public Information Office,5.48,Public Information Office / Communications & Broadcasting,Personnel Services,1677237,0,1601816.88,1601816.88
2022,OTHO,Other Operating Fund,0195ORM,Office of Risk Management,5.P,Risk Management Services,Personnel Services,4278793,0,3945965.68,3945965.68
2022,GNFD,General Fund,0001PBW,Public Works GF,2.35,Real Estate and Relocation,Supplies & Materials,14198,0,4815.82,4815.82
2022,GNFD,General Fund,0001OFS,Non-Departmental,5.46,Non-Departmental,Transfers Out,20800000,0,27191566,27191566
2023,GNFD,General Fund,0001PBW,Public Works GF,2.72,Pavement Preservation,Capital Outlay,675000,74539.5,114059,188598.5
